failed_symbol
02-Mar
05-Mar
06-Mar
BA16L21.2.1
C8ORF16
DJ341D10.1
FLJ10246
FLJ11783
FLJ12078
FLJ14107
FLJ41423
FLJ43093
FLJ43681
FLJ45337
HCG2P7
HLA-A29.1
HSPC047
KIAA0492
LOC100008589
LOC100128060
LOC100128326
LOC100128729
LOC100129028
LOC100129086
LOC100129269
LOC100129379
LOC100129502
LOC100129550
LOC100129650
LOC100129657
LOC100129681
LOC100129685
LOC100129882
LOC100129905
LOC100130154
LOC100130229
LOC100130276
LOC100130550
LOC100130562
LOC100130598
LOC100130604
LOC100130707
LOC100130914
LOC100131205
LOC100131253
LOC100131526
LOC100131609
LOC100131672
LOC100131866
LOC100131905
LOC100131967
LOC100131971
LOC100131989
LOC100132112
LOC100132247
LOC100132394
LOC100132395
LOC100132491
LOC100132499
LOC100132547
LOC100132585
LOC100132673
LOC100132717
LOC100132761
LOC100133080
LOC100133583
LOC100133678
LOC100133692
LOC100133800
LOC100133823
LOC100133840
LOC100133888
LOC100133950
LOC100134108
LOC100134291
LOC100134364
LOC100134407
LOC100134530
LOC100134634
LOC100134688
LOC100134728
LOC100134734
LOC100170939
LOC113230
LOC124446
LOC128192
LOC130074
LOC132241
LOC147727
LOC148915
LOC151579
LOC152024
LOC153561
LOC158301
LOC158345
LOC158381
LOC196752
LOC197135
LOC202134
LOC205251
LOC220433
LOC23117
LOC255783
LOC255809
LOC283412
LOC283663
LOC283874
LOC283953
LOC284422
LOC284757
LOC284821
LOC284837
LOC284988
LOC285053
LOC285176
LOC285550
LOC285900
LOC286016
LOC286444
LOC338758
LOC338799
LOC339192
LOC339290
LOC341315
LOC341457
LOC345645
LOC347292
LOC347376
LOC347544
LOC387686
LOC387753
LOC387791
LOC387867
LOC387882
LOC388122
LOC388272
LOC388397
LOC388532
LOC388556
LOC388564
LOC388588
LOC388621
LOC388654
LOC388692
LOC389156
LOC389293
LOC389342
LOC389386
LOC389435
LOC389599
LOC389672
LOC389787
LOC390354
LOC390466
LOC391045
LOC391656
LOC391811
LOC392285
LOC392437
LOC399491
LOC399744
LOC400027
LOC400455
LOC400652
LOC400890
LOC400948
LOC400963
LOC401206
LOC401397
LOC401622
LOC401677
LOC402112
LOC402251
LOC402644
LOC402677
LOC402694
LOC439949
LOC439992
LOC440055
LOC440157
LOC440258
LOC440280
LOC440341
LOC440345
LOC440353
LOC440354
LOC440359
LOC440366
LOC440509
LOC440567
LOC440595
LOC440704
LOC440733
LOC440737
LOC440776
LOC440927
LOC441019
LOC441032
LOC441066
LOC441131
LOC441193
LOC441246
LOC441253
LOC441268
LOC441377
LOC441481
LOC441506
LOC441737
LOC441743
LOC441763
LOC441773
LOC441775
LOC441876
LOC442232
LOC442454
LOC442727
LOC613037
LOC641710
LOC641768
LOC641798
LOC641848
LOC641849
LOC641978
LOC642031
LOC642033
LOC642035
LOC642082
LOC642113
LOC642118
LOC642161
LOC642197
LOC642250
LOC642342
LOC642377
LOC642393
LOC642489
LOC642678
LOC642701
LOC642755
LOC642788
LOC642795
LOC642817
LOC642828
LOC642934
LOC642956
LOC642975
LOC642989
LOC643007
LOC643011
LOC643031
LOC643035
LOC643272
LOC643284
LOC643287
LOC643313
LOC643318
LOC643319
LOC643357
LOC643433
LOC643700
LOC643870
LOC643882
LOC643933
LOC644029
LOC644033
LOC644063
LOC644131
LOC644132
LOC644133
LOC644191
LOC644250
LOC644297
LOC644422
LOC644482
LOC644511
LOC644590
LOC644642
LOC644739
LOC644774
LOC644799
LOC644852
LOC644863
LOC644877
LOC644928
LOC644931
LOC644934
LOC644935
LOC644937
LOC645018
LOC645058
LOC645128
LOC645138
LOC645233
LOC645284
LOC645317
LOC645381
LOC645385
LOC645609
LOC645683
LOC645688
LOC645693
LOC645737
LOC645895
LOC645899
LOC645968
LOC645979
LOC646043
LOC646064
LOC646301
LOC646434
LOC646447
LOC646463
LOC646483
LOC646508
LOC646527
LOC646567
LOC646630
LOC646753
LOC646766
LOC646897
LOC646915
LOC646966
LOC647000
LOC647074
LOC647340
LOC647349
LOC647361
LOC647384
LOC647389
LOC647436
LOC647450
LOC647506
LOC647673
LOC647691
LOC647742
LOC647834
LOC647856
LOC648000
LOC648059
LOC648099
LOC648210
LOC648249
LOC648343
LOC648366
LOC648470
LOC648526
LOC648622
LOC648659
LOC648796
LOC648852
LOC648907
LOC648984
LOC649009
LOC649049
LOC649150
LOC649181
LOC649209
LOC649210
LOC649431
LOC649447
LOC649456
LOC649555
LOC649604
LOC649841
LOC649923
LOC650029
LOC650116
LOC650128
LOC650215
LOC650276
LOC650298
LOC650369
LOC650518
LOC650646
LOC650737
LOC650795
LOC650832
LOC650919
LOC651064
LOC651149
LOC651202
LOC651309
LOC651436
LOC651697
LOC651738
LOC651741
LOC651751
LOC651763
LOC651816
LOC651894
LOC652140
LOC652489
LOC652493
LOC652624
LOC652637
LOC652672
LOC652675
LOC652685
LOC652694
LOC652726
LOC652773
LOC653079
LOC653080
LOC653103
LOC653147
LOC653156
LOC653157
LOC653171
LOC653199
LOC653226
LOC653232
LOC653316
LOC653352
LOC653381
LOC653472
LOC653486
LOC653505
LOC653506
LOC653557
LOC653598
LOC653610
LOC653629
LOC653635
LOC653658
LOC653702
LOC653773
LOC653778
LOC653800
LOC653829
LOC653853
LOC653874
LOC653888
LOC653907
LOC653994
LOC654053
LOC654069
LOC654103
LOC654121
LOC654155
LOC654161
LOC654174
LOC654191
LOC654194
LOC654244
LOC727820
LOC727821
LOC727825
LOC727877
LOC727899
LOC727935
LOC727948
LOC728006
LOC728014
LOC728026
